country,province,region,municipality,name,website,medium,originalContent,releaseFrequency,commercialPublisher,publisher,individualOrOrganisation,contentType,contentArea,contentQuality
Nederland,Noord-Brabant,Zuidoost-Brabant,Gemert-Bakel,Gemert-Bakel24.nl,http://gemert-bakel24.nl/,Nieuwssite,MIX,DAILY,YES,Punt24,ORGANIZATION,MIX,Gemert-Bakel,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,Gemeente Waalre,https://www.waalre.nl/nieuws/,Gemeentesite,YES,DAILY,NO,Gemeente Waalre,ORGANIZATION,SERVICE,Waalre,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,We Connect Waalre,https://weconnectwaalre.nl/nieuws/,Site stichting,YES,UNSURE,NO,Gemeente Waalre,ORGANIZATION,MIX,Waalre,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,Krant de Schakel,https://www.weekbladdeschakel.nl/,Krant,YES,DAILY,YES,DAS Mediacentrum,ORGANIZATION,MIX,"Waalre, Aalst, Valkenswaard",MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,Duurzaam Door Waalre,https://www.duurzaamdoorwaalre.nl/nieuws/,Nieuwssite ,YES,WEEKLY,NO,Gemeente Waalre,ORGANIZATION,SERVICE,Waalre,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,Het Huis van Waalre,https://www.hethuisvanwaalre.nl/agenda/,Bibliotheek ,YES,WEEKLY,NO,Stichting Het Huis van Waalre,ORGANIZATION,SERVICE,Waalre,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Waalre,Oud Aalst-Waalre,https://www.facebook.com/profile.php?id=100077162058062,Facebookpagina,YES,UNSURE,NO,Oud Aalst-Waalre,INDIVIDUAL,MIX,"Waalre, Aalst",MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Asten,Asten.nl,http://asten.nl/,Gemeentesite,YES,WEEKLY,NO,Gemeente Asten,ORGANIZATION,SERVICE,Asten,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Asten,Peelbelang Online,https://www.peelbelangonline.nl/,Nieuwssite,YES,DAILY,YES,DAS Mediacentrum,ORGANIZATION,MIX,Asten & Omgeving,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Asten,Siris ,https://siris.nl/nieuws,Nieuwssite,YES,DAILY,YES,Stichting Omroep Asten Someren,ORGANIZATION,MIX,Asten & Someren,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Asten,Asten.nieuws.nl,http://asten.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Asten,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Someren,De Ruchte,https://www.deruchte.nl/,Theater,YES,WEEKLY,NO,Theater De Ruchte,ORGANIZATION,SERVICE,Someren & omgeving,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Someren,Someren.nieuws.nl,http://someren.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Someren,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Someren,Gemeente Someren,https://www.someren.nl/nieuws,Gemeentesite,YES,WEEKLY,YES,Gemeente Someren,ORGANIZATION,MIX,Someren,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Someren,t Contact,https://www.hetcontact.nl/,Krant,YES,DAILY,YES,DAS Mediacentrum,ORGANIZATION,MIX,Someren,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eersel,Gemeente Eersel,https://www.eersel.nl/nieuws,Gemeentesite,YES,DAILY,NO,Gemeente Eersel,ORGANIZATION,MIX,Eersel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eersel,Eersel.nieuws.nl,http://eersel.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Eersel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Eersel,Muzenval,https://www.muzenval.nl/agenda/,Culturele stichting,YES,WEEKLY,NO,Stichting De Muzenval,ORGANIZATION,SERVICE,Eersel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Heeze-Leende,Heeze-Leende.nl,http://heeze-leende.nl/,Gemeentesite,YES,DAILY,NO,Gemeente Heeze-Leende,ORGANIZATION,MIX,Heeze-Leende,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Heeze-Leende,RTV Horizon ,https://www.rtvhorizon.nl/?cat=5,Omroep,MIX,DAILY,NO,Stichting PULSAR,ORGANIZATION,MIX,Heeze-Leende & Cranendonck,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Heeze-Leende,heeze-leende24.nl,http://heeze-leende24.nl/,Nieuwssite,YES,DAILY,YES,Punt24,ORGANIZATION,JOURNALISM,Heeze-Leende,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Cranendonck,Gemeente Cranendonck,https://www.cranendonck.nl/nieuws,Gemeentesite,YES,DAILY,NO,Gemeente Cranendonck,ORGANIZATION,MIX,Cranendonck,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Cranendonck,Cranendonck.nieuws.nl,http://cranendonck.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Cranendonck,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Cranendonck,HAC Weekblad,https://www.hacweekblad.eu/,Krant en Nieuwssite,YES,WEEKLY,NO,Gemeente Cranendonck,ORGANIZATION,MIX,Cranendonck,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Cranendonck,Cranendonck24.nl/,https://cranendonck24.nl/,Nieuwssite,YES,DAILY,YES,Punt24,ORGANIZATION,JOURNALISM,Cranendonck,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Valkenswaard,Gemeente Valkenswaard,https://www.valkenswaard.nl/nieuwsberichten,Gemeentesite,YES,DAILY,NO,Gemeente Valkenswaard,ORGANIZATION,MIX,Valkenswaard,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Valkenswaard,https://valkenswaard.nieuws.nl/,https://valkenswaard.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Valkenswaard,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Valkenswaard,Valkenswaards Weekblad,https://www.valkenswaardsweekblad.nl/,Nieuwssite,YES,DAILY,YES,DAS Media Centrum,ORGANIZATION,JOURNALISM,Valkenswaard ,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Valkenswaard,Valkenswaard24.nl,http://gemert-bakel24.nl/,Nieuwssite,MIX,DAILY,YES,Punt24,ORGANIZATION,MIX,Valkenswaard,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Valkenswaard,Je bent een echte Valkenswaarder als... ,https://www.facebook.com/Valkenswaardenaar,Facebookpagina,YES,DAILY,NO,Onbekend (doubleyou7@hotmail.com),INDIVIDUAL,MIX,Valkenswaard,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Bergeijk,Eyckelbergh,https://www.gielen.nl/diensten/weekbladen/,Krant,YES,WEEKLY,YES,Gielen DrukPrint Media,ORGANIZATION,MIX,Bergeijk,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Bergeijk,De Hint,https://www.gielen.nl/diensten/weekbladen/,Krant,YES,WEEKLY,YES,Gielen DrukPrint Media,ORGANIZATION,MIX,Bergeijk & Eersel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Bergeijk,Gemeente Bergeijk,https://www.bergeijk.nl/nieuws,Gemeentesite,YES,DAILY,NO,Gemeente Bergeijk,ORGANIZATION,MIX,Bergeijk,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Bergeijk,Centrum Bergeijk,https://www.facebook.com/centrumbergeijk/?locale=nl_NL,Facebookpagina,YES,DAILY,NO,Centrum Bergeijk,ORGANIZATION,SERVICE,Bergeijk,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,Gemeente Nuenen,https://www.nuenen.nl/nieuwsoverzicht,Gemeentesite,YES,DAILY,NO,Gemeente Nuenen,ORGANIZATION,MIX,Nuenen,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,Nuenen Centraal,https://www.nuenencentraal.nl/,Nieuwssite,NO,DAILY,UNSURE,Nuenen Centraal,ORGANIZATION,JOURNALISM,Nuenen,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,Nuenen.nieuws.nl,http://nuenen.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Nuenen,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,Lokale Omroep Nuenen,https://omroepnuenen.nl/,Omroep,YES,DAILY,NO,Lokale Omroep Nuenen,ORGANIZATION,JOURNALISM,Nuenen,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,De Nuenense Krant,https://www.denuenensekrant.nl/,Krant,YES,WEEKLY,YES,Uitgeverij Van der Heijden B.V.,ORGANIZATION,JOURNALISM,Nuenen,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Nuenen,Nuenen West,https://www.facebook.com/groups/461403427775440/,Facebookpagina,YES,WEEKLY,NO,Nathalie Verschueren,INDIVIDUAL,MIX,Nuenen,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Laarbeek,Gemeente Laarbeek,https://www.laarbeek.nl/actueel-nieuws,Gemeentesite,YES,DAILY,NO,Gemeente Laarbeek,ORGANIZATION,MIX,Laarbeek,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Laarbeek,De Mooi Laarbeek Krant,https://www.mooilaarbeek.nl/,Nieuwssite / Krant,YES,DAILY,YES,GoedeMorgen Media,ORGANIZATION,MIX,Laarbeek,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Laarbeek,Laarbeek.nieuws.nl,http://laarbeek.nieuws.nl/,Nieuwssite,NO,DAILY,YES,Nort Groep B.V.,ORGANIZATION,JOURNALISM,Laarbeek,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Laarbeek,Laarbeek Actief,https://www.laarbeekactief.nl/nieuws/,Site Vereniging,YES,WEEKLY,NO,Laarbeek Actief,ORGANIZATION,SERVICE,Laarbeek,LOW
Nederland,Noord-Brabant,Zuidoost-Brabant,Geldrop-Mierlo,Geldrop-mierlo24.nl/,https://geldrop-mierlo24.nl/,Nieuwssite,YES,DAILY,YES,Punt24,ORGANIZATION,JOURNALISM,Geldrop-Mierlo,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Geldrop-Mierlo,Geldrop-Mierlo.nl,http://geldrop-mierlo.nl/,Gemeentesite,YES,DAILY,NO,Gemeente Mierlo,ORGANIZATION,MIX,Geldrop-Mierlo,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Geldrop-Mierlo,Middenstandsbelangen,https://www.middenstandsbelangen.nl/,Nieuwssite / Krant,YES,DAILY,YES,DAS Mediacentrum,ORGANIZATION,JOURNALISM,Geldrop-Mierlo,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,Bedrijvig,https://www.bedrijvigonline.nl/,Magazine,YES,DAILY,YES,Talvi Media,ORGANIZATION,JOURNALISM,"Meijerijstad, Oss, Maashorst",MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,Brabants Historisch Informatie Centrum,https://www.bhic.nl/nieuws,Site stichting,YES,UNSURE,NO,BHIC,ORGANIZATION,MIX,Brabant,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,Land van de Peel,https://www.landvandepeel.nl/nl/ontdek-de-peel/inspiratie,Website regio,YES,UNSURE,NO,Land van de Peel,ORGANIZATION,MIX,De Peel,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,Bibliotheek Kempen,http://www.bibliotheekdekempen.nl/actueel/nieuws.html,Bibliotheek,YES,UNSURE,NO,Bibliotheek Kempen,ORGANIZATION,MIX,"Bergeijk, Bladel, Budel, Cranendonck, Eersel, Maarheeze, Oirschot, Reusel en Valkenswaard",MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,Weblog Bernard Gerard,https://www.bjmgerard.nl/,Blogger,YES,WEEKLY,NO,Bernard Gerard,INDIVIDUAL,JOURNALISM,Brabant,HIGH
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,NAH Zuidoost Brabant,https://nahzobrabant.nl/nieuws/,Nieuwssite,YES,DAILY,YES,NAH Netwerk Zuidoost Brabant,ORGANIZATION,MIX,Zuidoost Brabant,MEDIUM
Nederland,Noord-Brabant,Zuidoost-Brabant,Zuidoost-Brabant,West Brabants Archief,https://westbrabantsarchief.nl/over-het-wba/nieuws,Site stichting,YES,WEEKLY,NO,West Brabants Archief,ORGANIZATION,MIX,West Brabant,HIGH
